City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Tessalit,ML,2020-04-18 16:52:31,20.2,1.01,98.2,7,79,7.38
304,Kano,NG,2020-04-18 16:55:40,12.0,8.52,89.58,7,100,6.87
305,Sokoto,NG,2020-04-18 16:55:40,13.06,5.24,93.54,9,54,7.14
306,Gornopravdinsk,RU,2020-04-18 16:55:40,60.05,69.9,45.99,76,99,11.23
307,Huescar,ES,2020-04-18 16:55:41,37.81,-2.54,64.0,74,65,1.01
308,Quchan,IR,2020-04-18 16:55:41,37.11,58.51,53.65,38,61,5.88
309,Caxito,AO,2020-04-18 16:55:41,-8.58,13.66,82.4,78,75,4.7
310,Sault Sainte Marie,CA,2020-04-18 16:51:34,46.52,-84.33,48.2,45,1,13.87
311,Banda Aceh,ID,2020-04-18 16:51:46,5.56,95.32,80.04,81,27,4.54
312,Avera,US,2020-04-18 16:51:09,33.19,-82.53,75.2,60,90,13.87
313,College,US,2020-04-18 16:55:42,64.86,-147.8,37.99,100,90,2.98
314,Vestmannaeyjar,IS,2020-04-18 16:55:42,63.44,-20.27,44.6,100,75,24.16
315,Nicoya,CR,2020-04-18 16:55:42,10.15,-85.45,93.2,36,8,11.41
316,Riverton,US,2020-04-18 16:55:43,40.52,-111.94,55.0,57,40,3.36
317,Inhambane,MZ,2020-04-18 16:52:29,-23.86,35.38,78.8,69,20,6.93
318,Xalpatlahuac,MX,2020-04-18 16:55:43,17.47,-98.62,89.2,19,28,2.59
319,Hofn,IS,2020-04-18 16:51:43,64.25,-15.21,44.31,86,99,13.35
320,Joshimath,IN,2020-04-18 16:55:44,30.57,79.57,49.41,24,87,4.25
321,Hamilton,US,2020-04-18 16:52:28,39.18,-84.53,52.0,61,75,4.7
322,Koslan,RU,2020-04-18 16:55:44,63.46,48.9,34.3,92,100,1.66
323,Port Hedland,AU,2020-04-18 16:52:05,-20.32,118.57,80.6,94,67,9.17
324,Banyo,CM,2020-04-18 16:55:45,6.75,11.82,74.7,51,82,2.66
325,Fujin,CN,2020-04-18 16:55:45,47.26,132.03,49.6,56,0,7.65
326,Dingle,PH,2020-04-18 16:51:32,11.0,122.67,80.22,79,0,8.52
327,Namibe,AO,2020-04-18 16:51:39,-15.2,12.15,74.34,70,69,5.64
328,Juba,SS,2020-04-18 16:55:45,4.85,31.58,79.45,58,98,5.84
329,Brazzaville,CG,2020-04-18 16:53:12,-4.27,15.28,84.2,74,40,17.22
330,Parry Sound,CA,2020-04-18 16:55:46,45.35,-80.03,43.0,32,59,3.0
331,Gladstone,AU,2020-04-18 16:55:46,-23.85,151.25,77.0,83,90,3.36
332,Urrao,CO,2020-04-18 16:55:47,6.32,-76.13,73.4,69,40,16.11
333,Mount Gambier,AU,2020-04-18 16:52:10,-37.83,140.77,44.6,93,90,5.82
334,Alto Araguaia,BR,2020-04-18 16:55:47,-17.31,-53.22,74.12,68,95,2.68
335,Port-Gentil,GA,2020-04-18 16:55:48,-0.72,8.78,86.0,79,20,11.41
336,Ambilobe,MG,2020-04-18 16:55:48,-13.2,49.05,75.83,77,99,6.6
337,Alta Floresta,BR,2020-04-18 16:51:04,-9.88,-56.09,86.5,60,100,0.56
338,Wonthaggi,AU,2020-04-18 16:55:49,-38.6,145.59,53.01,97,73,2.91
339,Severo-Yeniseyskiy,RU,2020-04-18 16:55:49,60.37,93.04,24.76,94,57,4.07
340,Vanavara,RU,2020-04-18 16:55:49,60.34,102.28,16.65,91,0,3.58
341,Bariri,BR,2020-04-18 16:55:49,-22.07,-48.74,80.01,48,88,5.99
342,Karasjok,NO,2020-04-18 16:55:50,69.47,25.51,39.2,64,75,20.8
343,Portland,US,2020-04-18 16:50:00,45.52,-122.68,50.0,81,90,8.05
344,Monteagudo,BO,2020-04-18 16:55:50,-19.82,-63.98,82.44,19,0,8.97
345,Kaitangata,NZ,2020-04-18 16:51:19,-46.28,169.85,48.99,88,100,7.87
346,Charlestown,AU,2020-04-18 16:55:50,-32.95,151.67,59.0,71,31,4.14
347,Noumea,NC,2020-04-18 16:52:57,-22.28,166.46,75.99,83,52,8.66
348,Iquitos,PE,2020-04-18 16:55:51,-3.75,-73.25,84.2,66,75,5.82
349,Melito Di Porto Salvo,IT,2020-04-18 16:55:51,37.92,15.77,66.99,52,15,4.7
350,Tucurui,BR,2020-04-18 16:51:06,-3.77,-49.67,85.78,63,88,2.04
351,Kavaratti,IN,2020-04-18 16:52:32,10.57,72.64,84.74,70,1,6.35
352,Talwandi Bhai,IN,2020-04-18 16:55:52,30.85,74.93,71.31,61,29,3.33
353,Damaturu,NG,2020-04-18 16:55:52,11.75,11.96,87.3,10,70,3.6
354,Kovdor,RU,2020-04-18 16:55:52,67.57,30.48,27.95,95,73,6.2
355,Yerbogachen,RU,2020-04-18 16:55:52,61.28,108.01,11.3,90,4,5.73
356,Viransehir,TR,2020-04-18 16:55:52,37.24,39.76,62.49,47,24,5.79
357,Bathsheba,BB,2020-04-18 16:55:53,13.22,-59.52,86.0,58,40,19.46
358,Barra Do Garcas,BR,2020-04-18 16:55:53,-15.89,-52.26,82.69,67,99,1.7
359,San Antero,CO,2020-04-18 16:55:53,9.37,-75.76,93.2,56,40,8.08
360,Puerto El Triunfo,SV,2020-04-18 16:55:54,13.28,-88.55,91.4,46,20,5.82
361,Merauke,ID,2020-04-18 16:55:54,-8.47,140.33,77.63,87,98,8.88
362,Pali,IN,2020-04-18 16:55:54,25.77,73.33,83.35,20,48,3.22
363,Hambantota,LK,2020-04-18 16:55:54,6.12,81.12,83.25,77,88,6.55
364,Ocos,GT,2020-04-18 16:55:55,14.51,-92.19,89.6,62,75,5.82
365,Maxixe,MZ,2020-04-18 16:55:04,-23.86,35.35,78.8,69,20,6.93
366,Port Blair,IN,2020-04-18 16:55:55,11.67,92.75,83.97,74,8,6.67
367,Burnie,AU,2020-04-18 16:55:55,-41.07,145.92,55.99,90,31,3.0
368,Sandy Bay,AU,2020-04-18 16:55:55,-42.91,147.35,46.0,87,75,5.91
369,Chuy,UY,2020-04-18 16:51:31,-33.7,-53.46,70.14,70,32,6.78
370,Presidencia Roque Saenz Pena,AR,2020-04-18 16:51:23,-26.79,-60.44,82.85,32,0,4.83
371,Murgab,TM,2020-04-18 16:55:56,37.5,61.97,71.6,43,40,5.41
372,Biloela,AU,2020-04-18 16:55:56,-24.42,150.5,68.45,84,58,1.48
373,Yumen,CN,2020-04-18 16:55:56,40.28,97.2,55.0,22,66,8.34
374,Brae,GB,2020-04-18 16:52:51,60.4,-1.35,48.2,70,0,12.75
375,Acarau,BR,2020-04-18 16:52:41,-2.89,-40.12,84.16,74,44,6.4
376,Fort Nelson,CA,2020-04-18 16:51:43,58.81,-122.7,39.2,64,40,5.82
377,Sorland,NO,2020-04-18 16:51:01,67.67,12.69,40.51,91,98,7.85
378,Voi,KE,2020-04-18 16:55:57,-3.39,38.56,73.33,67,100,7.43
379,Fortuna,US,2020-04-18 16:52:19,40.6,-124.16,54.0,93,75,5.66
380,Elmadag,TR,2020-04-18 16:55:58,39.92,33.23,64.99,33,20,5.82
381,Cachoeira Do Sul,BR,2020-04-18 16:55:58,-30.04,-52.89,75.04,55,56,7.23
382,Lahaina,US,2020-04-18 16:51:03,20.88,-156.68,70.0,77,1,4.7
383,Puerto Colombia,CO,2020-04-18 16:55:59,10.99,-74.95,93.2,49,0,5.82
384,Salalah,OM,2020-04-18 16:51:33,17.02,54.09,82.4,74,20,6.93
385,Faya,SA,2020-04-18 16:51:40,18.39,42.45,66.2,72,40,6.93
386,Northam,GB,2020-04-18 16:55:59,51.03,-4.22,55.99,85,46,4.0
387,Havoysund,NO,2020-04-18 16:52:40,71.0,24.66,35.6,93,95,11.41
388,Bairiki,KI,2020-04-18 16:56:00,1.33,172.98,78.8,94,75,9.17
389,Sarny,UA,2020-04-18 16:56:00,51.34,26.6,41.23,61,95,5.35
390,Rapid Valley,US,2020-04-18 16:56:00,44.06,-103.15,57.99,28,1,20.8
391,Nouakchott,MR,2020-04-18 16:52:13,18.09,-15.98,75.2,57,0,25.28
392,Manjacaze,MZ,2020-04-18 16:56:01,-24.71,33.88,71.76,80,5,8.7
393,Cervo,ES,2020-04-18 16:56:01,43.67,-7.41,63.0,20,78,4.0
394,Rabo De Peixe,PT,2020-04-18 16:56:01,37.8,-25.58,62.6,82,75,13.87
395,Samana,DO,2020-04-18 16:56:02,19.21,-69.34,78.8,88,20,5.82
396,Te Anau,NZ,2020-04-18 16:51:45,-45.42,167.72,44.96,72,80,5.73
397,Poronaysk,RU,2020-04-18 16:56:02,49.22,143.12,31.5,97,55,4.79
398,Vrangel,RU,2020-04-18 16:56:02,42.73,133.08,40.78,69,24,3.09
399,Jiaonan,CN,2020-04-18 16:56:02,35.88,119.98,55.4,62,100,4.47
400,Boyuibe,BO,2020-04-18 16:56:03,-20.42,-63.28,83.68,22,0,6.4
401,Chitral,PK,2020-04-18 16:56:03,35.85,71.79,49.44,31,92,2.37
402,Lebanon,US,2020-04-18 16:56:03,36.21,-86.29,48.0,65,90,5.82
403,Mujiayingzi,CN,2020-04-18 16:56:04,42.12,118.78,50.85,38,100,7.38
404,Ustyuzhna,RU,2020-04-18 16:56:04,58.84,36.43,34.52,83,99,3.89
405,The Valley,AI,2020-04-18 16:56:04,18.22,-63.06,86.0,66,40,11.41
406,Xingyi,CN,2020-04-18 16:56:04,24.19,102.82,58.62,40,1,3.71
407,Sinnai,IT,2020-04-18 16:56:05,39.3,9.2,66.2,88,20,9.17
408,Yingkou,CN,2020-04-18 16:56:05,40.66,122.23,53.44,50,100,6.35
409,Heerenveen,NL,2020-04-18 16:56:05,52.95,5.93,57.0,60,69,14.0
410,Tumaco,CO,2020-04-18 16:56:05,1.8,-78.82,83.08,71,63,6.67
411,San-Pedro,CI,2020-04-18 16:56:06,4.75,-6.64,82.04,84,87,10.71
412,Huarmey,PE,2020-04-18 16:56:06,-10.07,-78.15,80.83,57,22,9.53
413,Emba,KZ,2020-04-18 16:56:06,48.83,58.14,52.88,44,38,9.84
414,Buala,SB,2020-04-18 16:56:06,-8.14,159.59,80.28,80,97,4.65
415,North Bend,US,2020-04-18 16:55:22,43.41,-124.22,57.0,81,90,4.7
416,Port Lincoln,AU,2020-04-18 16:51:23,-34.73,135.87,58.5,74,51,5.14
417,Belaya Gora,RU,2020-04-18 16:52:44,68.53,146.42,-13.02,87,64,3.13
418,Pacific Grove,US,2020-04-18 16:52:30,36.62,-121.92,57.99,67,90,4.7
419,Ayan,RU,2020-04-18 16:56:07,56.45,138.17,12.22,83,17,13.82
420,Muroran,JP,2020-04-18 16:56:08,42.32,140.99,43.68,84,100,8.75
421,Longjiang,CN,2020-04-18 16:56:08,47.33,123.18,61.83,26,100,20.47
422,Khorramshahr,IR,2020-04-18 16:56:08,30.44,48.17,73.4,56,40,13.87
423,Dunedin,NZ,2020-04-18 16:47:08,-45.87,170.5,50.0,64,95,1.01
424,Miraflores,MX,2020-04-18 16:56:09,19.22,-98.81,73.4,40,5,4.7
425,Bramming,DK,2020-04-18 16:56:09,55.47,8.7,55.4,28,16,12.75
426,Ayagoz,KZ,2020-04-18 16:56:09,47.97,80.44,48.63,42,0,6.53
427,Beloha,MG,2020-04-18 16:56:09,-25.17,45.05,73.42,75,39,12.17
428,Orcopampa,PE,2020-04-18 16:56:10,-15.27,-72.34,53.8,17,49,1.66
429,Bambous Virieux,MU,2020-04-18 16:52:19,-20.34,57.76,79.0,78,40,13.87
430,Grootfontein,NA,2020-04-18 16:56:10,-19.57,18.12,73.17,33,59,6.64
431,Tripoli,LY,2020-04-18 16:51:58,32.88,13.19,69.91,55,59,17.69
432,Moron,AR,2020-04-18 16:56:10,-34.65,-58.62,75.99,52,0,9.04
433,Lyuban,BY,2020-04-18 16:56:11,52.8,28.0,39.83,67,95,6.8
434,Novobirilyussy,RU,2020-04-18 16:56:11,56.95,90.67,37.26,75,52,8.25
435,Black River,JM,2020-04-18 16:56:11,18.03,-77.85,86.0,70,20,14.99
436,Lagoa,PT,2020-04-18 16:51:00,39.05,-27.98,63.09,85,93,25.57
437,Tikapur,NP,2020-04-18 16:56:12,28.5,81.13,78.4,31,37,6.98
438,San Jose,US,2020-04-18 16:50:15,37.34,-121.89,57.99,62,90,8.05
439,Ponta Delgada,PT,2020-04-18 16:52:18,37.73,-25.67,62.6,82,75,13.87
440,Rantepao,ID,2020-04-18 16:56:12,-2.97,119.9,67.1,72,95,2.37
441,West Wendover,US,2020-04-18 16:54:54,40.74,-114.07,50.0,29,90,6.93
442,Letnik,RU,2020-04-18 16:56:13,46.01,41.27,51.4,73,100,3.53
443,Lagos,NG,2020-04-18 16:56:13,6.58,3.75,91.4,66,40,6.93
444,Praia,CV,2020-04-18 16:56:13,14.92,-23.51,80.6,51,20,20.8
445,Hornepayne,CA,2020-04-18 16:56:14,49.21,-84.77,35.17,86,99,18.41
446,Shingu,JP,2020-04-18 16:52:53,33.73,135.98,51.78,69,1,12.64
447,Castro,BR,2020-04-18 16:51:07,-24.79,-50.01,71.24,38,36,4.59
448,Kamenka,RU,2020-04-18 16:56:14,51.32,42.77,41.0,70,25,4.0
449,Sinnamary,GF,2020-04-18 16:56:14,5.38,-52.95,82.44,78,93,10.33
450,Vilyuysk,RU,2020-04-18 16:56:15,63.76,121.62,-0.98,91,0,6.26
451,Timbiqui,CO,2020-04-18 16:56:15,2.77,-77.67,83.1,77,38,5.44
452,Coihaique,CL,2020-04-18 16:51:07,-45.58,-72.07,50.0,93,90,6.93
453,Baykit,RU,2020-04-18 16:52:26,61.67,96.37,20.35,92,46,2.13
454,Kaura Namoda,NG,2020-04-18 16:56:16,12.59,6.58,91.27,8,90,8.63
455,Khani,GE,2020-04-18 16:56:16,41.96,42.96,57.2,71,40,11.41
456,Gizo,SB,2020-04-18 16:56:16,-8.1,156.84,81.28,74,68,3.11
457,Ashford,GB,2020-04-18 16:56:16,51.15,0.87,55.0,68,42,3.0
458,Mandera,KE,2020-04-18 16:56:16,3.94,41.87,91.99,16,100,1.99
459,Kutum,SD,2020-04-18 16:56:17,14.2,24.67,77.4,11,62,9.66
460,Miramar,US,2020-04-18 16:56:17,25.99,-80.23,89.6,55,75,6.93
461,Sur,OM,2020-04-18 16:52:42,22.57,59.53,79.97,76,2,2.37
462,Acapulco,MX,2020-04-18 16:54:36,16.86,-99.89,84.2,51,5,4.7
463,Havre-Saint-Pierre,CA,2020-04-18 16:51:50,50.23,-63.6,33.8,50,40,9.17
464,Jackson,US,2020-04-18 16:51:30,42.42,-122.83,55.99,53,1,6.93
465,Thunder Bay,CA,2020-04-18 16:52:16,48.4,-89.32,51.8,43,75,16.11
466,Tautira,PF,2020-04-18 16:56:18,-17.73,-149.15,78.8,78,40,2.24
467,Bodmin,GB,2020-04-18 16:56:19,50.47,-4.72,53.6,87,3,16.11
468,East Bethel,US,2020-04-18 16:56:19,45.32,-93.2,57.99,46,93,5.01
469,Virginia Beach,US,2020-04-18 16:53:28,36.85,-75.98,54.0,93,90,17.22
470,Haverfordwest,GB,2020-04-18 16:56:19,51.8,-4.97,55.4,71,63,6.93
471,Imeni Poliny Osipenko,RU,2020-04-18 16:56:20,52.42,136.49,26.26,88,76,8.5
472,Yamethin,MM,2020-04-18 16:56:20,20.43,96.15,79.23,38,1,5.01
473,Taoudenni,ML,2020-04-18 16:52:58,22.68,-3.98,92.43,27,53,29.01
474,Hami,CN,2020-04-18 16:51:42,42.8,93.45,65.14,20,95,17.05
475,Nyurba,RU,2020-04-18 16:56:20,63.28,118.33,6.75,93,69,4.54
476,Talaya,RU,2020-04-18 16:56:21,61.38,152.75,-4.45,82,100,6.76
477,Jodhpur,IN,2020-04-18 16:52:18,26.29,73.03,85.66,23,67,8.37
478,Apateu,RO,2020-04-18 16:56:21,46.62,21.78,69.01,42,83,4.7
479,Paez,CO,2020-04-18 16:56:21,5.1,-73.05,74.61,49,35,5.35
480,Marawi,PH,2020-04-18 16:53:11,8.0,124.29,67.08,71,7,2.75
481,Saint-Francois,FR,2020-04-18 16:51:13,46.42,3.91,70.0,43,98,2.24
482,San Luis,AR,2020-04-18 16:56:22,-33.3,-66.34,79.43,24,5,21.94
483,Caernarfon,GB,2020-04-18 16:56:22,53.14,-4.27,50.0,76,100,5.82
484,Teya,RU,2020-04-18 16:56:22,60.38,92.63,28.33,94,80,3.18
485,Kiunga,PG,2020-04-18 16:56:23,-6.12,141.29,74.68,97,100,0.74
486,Zyryanka,RU,2020-04-18 16:52:59,65.75,150.85,-0.72,92,100,19.33
487,Ajaccio,FR,2020-04-18 16:56:23,42.0,8.92,66.2,82,94,9.17
488,Gamba,GA,2020-04-18 16:52:44,-2.65,10.0,80.06,81,76,8.05
489,San Carlos De Bariloche,AR,2020-04-18 16:56:24,-41.15,-71.31,60.8,55,40,20.8
490,Japura,ID,2020-04-18 16:52:27,-0.32,102.35,75.0,92,96,1.1
491,Uvinza,TZ,2020-04-18 16:56:24,-5.1,30.39,68.81,68,100,1.34
492,San Policarpo,PH,2020-04-18 16:56:25,12.18,125.51,81.7,79,25,14.7
493,Kizukuri,JP,2020-04-18 16:56:25,40.81,140.39,46.0,79,100,10.0
494,Inuvik,CA,2020-04-18 16:56:25,68.35,-133.72,23.0,79,90,14.99
495,Carutapera,BR,2020-04-18 16:56:25,-1.2,-46.02,82.47,75,60,4.7
496,Henties Bay,NA,2020-04-18 16:52:40,-22.12,14.28,60.01,88,18,5.01
497,Arbazh,RU,2020-04-18 16:56:26,57.68,48.31,36.1,79,97,5.75
498,Airai,TL,2020-04-18 16:51:37,-8.93,125.41,60.13,56,63,2.48
499,Jilib,SO,2020-04-18 16:56:26,0.49,42.79,82.45,78,100,7.43
500,Cibitoke,BI,2020-04-18 16:56:27,-2.88,29.25,66.0,57,100,0.74
501,Mandla,IN,2020-04-18 16:56:27,22.6,80.38,83.41,27,75,6.08
502,Grand Gaube,MU,2020-04-18 16:56:27,-20.01,57.66,79.0,78,40,13.87
503,Antofagasta,CL,2020-04-18 16:53:24,-23.65,-70.4,68.0,60,20,9.17
504,Kampala,UG,2020-04-18 16:54:50,0.32,32.58,71.6,78,20,3.36
505,Los Llanos De Aridane,ES,2020-04-18 16:52:09,28.66,-17.92,68.0,64,20,19.46
506,Pangody,RU,2020-04-18 16:56:28,65.85,74.49,37.78,97,100,16.44
507,Bonavista,CA,2020-04-18 16:56:29,48.65,-53.11,35.01,53,69,13.0
508,Nobres,BR,2020-04-18 16:56:29,-14.72,-56.33,77.77,76,100,0.76
509,Prince Rupert,CA,2020-04-18 16:56:29,54.32,-130.32,42.8,64,75,3.36
510,Lerwick,GB,2020-04-18 16:56:29,60.15,-1.15,48.2,61,0,11.41
511,Marinette,US,2020-04-18 16:53:21,45.1,-87.63,51.8,43,75,19.46
512,Solnechnogorsk,RU,2020-04-18 16:56:30,56.18,36.98,39.2,69,40,11.18
513,Flinders,AU,2020-04-18 16:51:44,-34.58,150.86,55.0,84,92,6.49
514,Souillac,MU,2020-04-18 16:52:36,-20.52,57.52,79.0,78,40,13.87
515,Guerrero Negro,MX,2020-04-18 16:56:30,27.98,-114.06,65.25,56,2,16.64
516,Thinadhoo,MV,2020-04-18 16:52:36,0.53,72.93,84.45,73,100,12.55
517,Gravdal,NO,2020-04-18 16:56:31,68.12,13.5,40.21,94,90,8.55
518,Bengkulu,ID,2020-04-18 16:51:48,-3.8,102.27,77.99,83,100,3.4
519,Atakpame,TG,2020-04-18 16:56:31,7.53,1.13,82.26,68,48,5.59
520,Gairatganj,IN,2020-04-18 16:56:32,23.42,78.24,81.57,29,86,5.99
521,Camacha,PT,2020-04-18 16:51:45,33.08,-16.33,68.0,59,20,12.75
522,Bone,DE,2020-04-18 16:56:32,51.97,12.14,66.0,31,11,3.0
523,Leshukonskoye,RU,2020-04-18 16:56:32,64.9,45.76,31.1,98,91,2.84
524,Qadian,IN,2020-04-18 16:56:33,31.82,75.39,71.6,73,20,5.44
525,Ketchikan,US,2020-04-18 16:56:33,55.34,-131.65,44.6,93,1,6.93
526,Liberal,US,2020-04-18 16:56:33,37.04,-100.92,60.8,50,1,20.8
527,Leningradskiy,RU,2020-04-18 16:51:39,69.38,178.42,-3.64,89,51,7.58
528,Sakakah,SA,2020-04-18 16:56:34,29.97,40.21,77.0,23,20,5.82
529,Minuri,PH,2020-04-18 16:56:34,16.54,121.86,73.9,81,97,2.17
530,Sa Kaeo,TH,2020-04-18 16:56:34,13.81,102.07,80.1,79,52,2.39
531,Tocopilla,CL,2020-04-18 16:56:34,-22.09,-70.2,83.91,29,19,7.54
532,Panguna,PG,2020-04-18 16:56:34,-6.32,155.48,70.79,79,100,1.14
533,Soledade,BR,2020-04-18 16:56:35,-28.82,-52.51,71.62,43,9,4.9
534,Nakusp,CA,2020-04-18 16:56:35,50.25,-117.8,46.65,61,100,1.99
535,Clarksburg,US,2020-04-18 16:56:35,39.28,-80.34,41.0,60,90,9.17
536,Lazi,UA,2020-04-18 16:56:35,48.07,24.23,44.38,59,15,2.84
537,Corrente,BR,2020-04-18 16:56:38,-3.74,-43.34,83.46,77,92,1.57
